item_id,upper_category,sub_category,brand,things,price,description,delivery_charge,picture_url,qty
B4-001,잡화,주얼리,해리메이슨,레이어드 반지 4종 세트,32000,행복한 순간을 간직한다'는 뜻이 담긴 셀려브레이션 링. 데일리 주얼리로 다양하게 더욱 더 세련된 룩을 연출해보세요.,2000,B4-001.jpg,1
B4-002,잡화,주얼리,제이에스티나,제이에스티나 스텔라모디쉬 귀걸이목걸이,39000,창문에서 바라본 밤하늘의 반짝이는 별을 섬세하게 표현한 디자인입니다. 세공의 디테일함이 묻어나는 댕글형의 깜찍한 디자인이며 선물용으로 적절한 세트 아이템입니다. ,2000,B4-002.jpg,1
B4-003,잡화,주얼리,제이에스티나,Crystal Stella 귀걸이목걸이 3종 택1,25000,테두리 롤렛 처리가 가미되어 더욱 섬세한 디테일을 살린 디자인입니다. 회이트 컬러의 베이직 스타일로 데일리 아이템으로 추천합니다.,2500,B4-003.jpg,1
B4-004,잡화,주얼리,제이에스티나,제이에스티나 귀걸이 목걸이 8종 택1,31000,마치 별똥별이 떨어지는 모습을 형상화한 디자인입니다. 귀볼라인을 따라 자연스럽게 착용하여 발랄하게 연출할 수 있는 아이템입니다.,2000,B4-004.jpg,1
B4-005,잡화,주얼리,제이에스티나,제이에스티나 Modish Simple 목걸이 3종 택1,28400,블랙 삼각스톤이 세련되고 깔끔하게 세팅되어진 베이직 디자인입니다.,2500,B4-005.jpg,1
B4-006,잡화,주얼리,빈티지 헐리우드,패션팔찌 9종 택1,14000,패션팔찌,2500,B4-006.jpg,1
B4-007,잡화,주얼리,메트로시티,팔찌2종택1 0374br0375mpbr2,33000,볼륨감이 있는 체인에 메트로시티 M로고가 포인트인 세련된 팔찌,2000,B4-007.jpg,1
B4-008,잡화,주얼리,타티아나,클래식 이디엄 큐빅 팔찌,19800,클래식한 스타일의 심플한 이디엄 큐빅 팔찌입니다. 최고급 큐빅을 사용하여 빛이 오랫동안 지속되며 기술력있는 세공으로 몇 년을 사용하셔도 처음의 상태로 유지하실 수 있는 고급 제품입니다. ,2500,B4-008.jpg,1
B4-009,잡화,주얼리,필그림,faminine allure_22141-xxx2,75000,다양한 컬러와 소재의 믹스로 레어어드 연출이 용이한 패브릭 팔찌로 손목이 얇아보이는 착시효과가 있는 트렌디한 아이템입니다.,0,B4-009.jpg,1
B4-010,잡화,주얼리,리드박스,스위트 하트 참 팔찌L0002_00073,40500,화이트 무나노 글래스 장식안에 클리어 큐빅을 안에 넣어 화려하고 청순한 느낌마져 듭니다. 가운데 달랑이는 참은 크림빛과 핑크빛이 섞여있는 천연진주를 사용했습니다. ,0,B4-010.jpg,1
B5-001,잡화,명품,프라다,PRADA BN1874 NERO SAFFIANO LUX,20769600,PRADA BN1874 NERO SAFFIANO LUX - 원산지 이태리 프라다 하드케이스쇼핑백,0,B5-001.jpg,1
B5-002,잡화,명품,멀버리,여성 가방 / 릴리 백 / HH1567 874 J191,1319000,영국 전통의 클래식함과 럭셔리함을 느낄 수 있는 제품입니다. 엄선된 천연 가죽 수공예품으로 사용할수록 브랜드 고유의 자연스러움과 부드러움이 느껴집니다. ,0,B5-002.jpg,1
B5-003,잡화,명품,입생로랑,뉴카바시크 / 311208 BJ50J 5604 / 여성 토트백,2078000,2014SS 생로랑 뉴카바시크 토트백,0,B5-003.jpg,1
B5-004,잡화,명품,끌로에,마르씨 미디움 / 3S0917 161 22F / 여성 토트겸숄더백,1266000,2013FW 끌로에 마르씨 미디움 토트겸 숄더백,0,B5-004.jpg,1
B5-005,잡화,명품,돌체앤가바나,남성 스니커즈 / 하이탑 / CS1091 A4090 80999,456000,2013년 F/W 신상 돌체앤가바나의 남성 하이탑 스니커즈. 스포티하고 클래식한 하이탑 디자인으로 돌체앤가바나 로고가 멋스럽습니다. 발의 편안함을 더했으며 키높이 기능과 튼튼한 고무 바닥창으로 미끄럼 방지가 되며 착화감이 우수합니다. ,0,B5-005.jpg,1
B5-006,잡화,명품,비비안웨스트우드,VW799/AN821/AN798/AN800/VW804,250000,고급스럽고 심플한 스타일. 세련되고 심플한 부드러운 스퀘어 안구 쉐이브에 심플한 프레임 라인으로 멋을 준 제품입니다. 슬림하게 이어진 다리 라인에 비비안웨스트우드만의 ORB 로고 디테일이 고급스러워 보입니다. 유행에 민감하지 않은 베이직한 디자인에 비비안웨스트우드 만의 스타일리시함이 느껴집니다. 연령대 상관없이 착용하기 좋은 디자인으로 심플함을 강조한 인기 아이템입니다.,0,B5-006.jpg,1
B5-007,잡화,명품,톰포드,TF9258/TF211/TF9260/TF9257,355000,"클래식한 레트로풍 뿔테 디자인. 부드러운 라인의 스퀘어 안구 쉐이브에 톰포드 만의 빈티지함과 복고풍의 멋이 느껴지는 제품입니다. 프론트 프레임에 로고 시그니처와 템플 라인에 톰포드의 상징인 “T” 장식으로 포인트를 주어 빈티지하면서 고급스러워 보이는 스타일로 선글라스 뿐만 아니라 안경테로도 착용 가능합니다. 요즘 떠오르는 트렌디한 디자인으로 남녀 모두에게 인기를 끌고 있는 톰포드의 패셔너블한 모델입니다. 톰포드의 스테디 셀러인 ""TF211"" 후속 모델로 좀 더 부드러운 클래식한 디자인 입니다.",0,B5-007.jpg,1
B5-008,잡화,명품,구찌,구찌 시마 남성 반지갑 145754 A0V1R 1000 BLACK,450000,최상의 전통을 최상의 품질로 과거를 뛰어넘는 제품을 현대에 접목시킨 상품을 지향하는 구찌의 시마지갑입니다. 구찌만의 클래식한 GG파턴과 블랙 컬러가 어우러져 고급스럽습니다. 2개의 지폐포켓 6개의 카드슬롯 및 2개의 보조 슬롯으로 베이직한 구성으로 이루어져 있습니다. ,0,B5-008.jpg,1
B5-009,잡화,명품,프라다,여성 장지갑[1M0506 IBISCO SAFFIANO METAL],780000,프라다(PRADA)는 의류 가죽 액세서리 신발 가방 등을 제조 · 판매하는 이탈리아 명품 브랜드이다. 설립자 마리오 프라다(Mario Prada)의 이름에서 유래한 프라다는 1913년 이탈리아 밀라노에 오픈한 가죽제품 전문매장인 '프라텔리 프라다(Fratelli Prada '프라다 형제'라는 의미)'에서 시작되었다. 1919년 프라다는 이탈리아 사보이 왕실(Royal House of Savoy)의 공식 납품 업체로 지정될 만큼 품질을 인정받았다. 1977년 마리오 프라다의 손녀 미우치아 프라다(Miuccia Prada)가 프라다를 이어 받아 포코노 나일론(Pocono Nylon) 과 같은 혁신적인 소재를 사용해 새로운 스타일의 패션을 선보이며 세계적인 브랜드로 성장시켰다.,0,B5-009.jpg,1
B5-010,잡화,명품,미우미우,여성 장지갑 5M0506 MATELASSE'LUX AMARANTO,640000,지폐포켓2  카드포켓8  보조포켓2  동전포켓1,0,B5-010.jpg,1
C1-001,여성의류,여성상의(outer),잇미샤,카라소매배색 원버튼 슬림 자켓 ITD5WJK540,75000,시원한 컬러감과 슬림한 라인이 예쁜 쉬폰소재의 원버튼 자켓입니다. 시크한 느낌의 카라배색과 뒤쪽 밑단을 따라 덧대어있는 쉬폰의 여성스러움이 잘 어우러진 아이템입니다. 원피스 스키니 등 다양한 아이템과 매치하기 쉬운 데일리 아이템입니다.,0,C1-001.jpg,1
C1-002,여성의류,여성상의(outer),제이제이 지고트,슬림라인 이중카라배색 롱자켓(GGEC600208),39000,폴리소재의 자켓으로 봄/여름 시즌 가볍게 걸치기 좋은 아이템.,2500,C1-002.jpg,1
C1-003,여성의류,여성상의(outer),케네스 레이디,니노 심플노카라 컬러자켓(EGJKDG98),33000,심플한 라인의 노카라 컬러자켓입니다. 정장 또는 캐주얼 착장에 모두 코디가 용이한 활용도 높은 자켓입니다. ,2500,C1-003.jpg,1
C1-004,여성의류,여성상의(outer),비지트인뉴욕,자켓2종택1(VP2JK02VP2JK022),30000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2500,C1-004.jpg,1
C1-005,여성의류,여성상의(outer),지지피엑스,사선지퍼 노카라 자켓 (GEBJK717F),79000,사선지퍼가 포인트로 들어가 모던함이 돋보이는 자켓입니다. 노카라 디자인으로 깔끔함을 살렸고 적당한 길이감이 안정감을 줍니다. 얇은 소재감으로 가볍게 걸쳐 시크함을 어필하실 수 있습니다. ,0,C1-005.jpg,1
C1-006,여성의류,여성상의(outer),랩,플라워 프린트 롱 야상점퍼(AE2WZS00),107100,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C1-006.jpg,1
C1-007,여성의류,여성상의(outer),에고이스트,골드프린트4포켓야상(EE1EZ300),77430,간편하면서도 멋스럽게 코디할 수 있는 야상점퍼입니다. 허리라인 조절이 가능하여 슬림하게 루즈하게 착용할 수 있어요. 진스타일은 물론 드레시한 원피스나 롱원피스 스커트와 매치하기에도 좋아요.,0,C1-007.jpg,1
C1-008,여성의류,여성상의(outer),플라스틱아일랜드,배색 라이더 마 점퍼(PE2WZ481),50000,심플하고 모던한 디자인의 라이더자켓입니다. 시원한 소재감으로 캐쥬얼하고 편하게입을 수 있습니다,0,C1-008.jpg,1
C1-009,여성의류,여성상의(outer),반에이크,레이스배색점퍼_V46JPQ909Z,49800,세련된 시스루 레이스 배색이 멋스러운 점퍼입니다. 촉감이 소프트한 폴리 소재를 사용하여 착용감이 우수합니다. 로맨틱한 플라워 자수 디테일이 더욱 스타일리쉬합니다. ,0,C1-009.jpg,1
C1-010,여성의류,여성상의(outer),커밍스텝,도마뱀와펜점퍼(COE5WJP440),339300,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C1-010.jpg,1
C2-001,여성의류,여성상의(inner),플라스틱아일랜드,화사한 레이스 블라우스(PE2WB671),49000,깔끔한 레이스 스타일의 블라우스입니다 기장감 길게나와 청바지나 반바지에 코디하시기 좋습니다,0,C2-001.jpg,1
C2-002,여성의류,여성상의(inner),온앤온,밑단 레이스 이중 펀칭 블라우스(NW4MB358),69000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C2-002.jpg,1
C2-003,여성의류,여성상의(inner),케네스 레이디,플러시 레이스블라우스(EWBLDG01),59000,2013 년 S/S시즌 상품입니다. 앞판 레이스와 네크라인 레이스가 포인트인 반팔 블라우스입니다. 여성스러운 느낌의 기본 블라우스로 활용도가 높은 아이템입니다.,0,C2-003.jpg,1
C2-004,여성의류,여성상의(inner),제이제이 지고트,러블리한 페플럼 라인의 체크 블라우스(GGEG500182),29000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2500,C2-004.jpg,1
C2-005,여성의류,여성상의(inner),리스트,소매 프릴 디테일 블라우스 (TWBLE60160),29001,소매 프릴 디테일이 들어간 러블리한 블라우스입니다. 미디한 길이감과 내츄럴한 핏감으로 착용시 안정감을 줍니다. 깔끔한 디자인으로 팬츠나 스커트 등 다양한 연출을 하실수 있습니다. ,2500,C2-005.jpg,1
C2-006,여성의류,여성상의(inner),르꼴레뜨,쉬폰 블라우스 2종 택1(BL3),40000,young한 감성을 바탕으로 심플하면서도 wit와 fun한 요소가 가미된 high-end couture casual브랜드 입니다.,2000,C2-006.jpg,1
C2-007,여성의류,여성상의(inner),올리브데올리브,러블리한 러플소매의 쉬폰 블라우스(OW4MZ057),39000,이국적이고 에스닉한 영향으로 오래되어 바랜듯한 느낌이지만 로맨틱한 감성에 초점을 맞추어 가치있게 표현합니다. 로맨틱과 빈티지의 조화를 지향합니다.,2500,C2-007.jpg,1
C2-008,여성의류,여성상의(inner),온앤온,여성스러운 펌프소매 티셔츠(NW4ME179),53100,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C2-008.jpg,1
C2-009,여성의류,여성상의(inner),올리브데올리브,레이스패턴의 루즈한 스트라이프티셔츠(OW4MZ068),45000,50년대의 복고적인 클럽 스포츠의 감각에 로맨틱한 디테일이 더해져서 새롭게 표현하고 있습니다. 스포티함과 큐트함의 조화를 추구합니다.,0,C2-009.jpg,1
C2-010,여성의류,여성상의(inner),온앤온,편안한하게 입는 루즈핏 티셔츠(NW4MZ015),39000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2500,C2-010.jpg,1
C3-001,여성의류,여성하의(치마),나이스클랍,화사한꽃무늬포인트A라인스커트[N142MSD009],62100,전체적으로 슬림한 핏선의 화사한 무늬가 돋보이는 세련된 스타일입니다.,0,C3-001.jpg,1
C3-002,여성의류,여성하의(치마),에고이스트,플라워렐이스미니스커트(EE2WS463),159000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C3-002.jpg,1
C3-003,여성의류,여성하의(치마),타스타스,레이스패치 H라인스커트 (1D1SK210),150000,기본 무난한 스타일입니다. 대표 이미지컬러는 라이트블루  입니다.,0,C3-003.jpg,1
C3-004,여성의류,여성하의(치마),올리브데올리브,우아한 꽃자수 스커트(OW4MS314),198000,어린시절 지니고 있던 상상력과 순수함을 동경하며 꿈꾸는 듯한 귀여운 아름다움을 강조한 로맨틱하고 여성스러운 감각입니다.,0,C3-004.jpg,1
C3-005,여성의류,여성하의(치마),르윗,매력적인 데님스커트 (LED9DSK400),205000,클래식과 타임리스 스타일을 현대의 자유로움과 합리성으로 재해석한 패션으로 동시대적 감성의 새로운 패션 가치를 이야기하는 LEWITT은 (주)시선인터네셔널에서 전개하는 컨템퍼러리 시그니처 브랜드입니다.,0,C3-005.jpg,1
C3-006,여성의류,여성하의(치마),잇미샤,셔링이 예쁜 A라인 스커트 ITD8WSK210,35000, 잇미샤 2013년 SUMMER 아이템. 산뜻한 컬러에 셔링이 예쁜 A라인 스커트입니다. 화이트 블라우스와 같은 단색 상의와 코디하여 깔끔하면서도 멋스러운 스타일을 낼 수 있으며 세미 캐주얼 스타일로도 입을 수 있습니다.,2500,C3-006.jpg,1
C3-007,여성의류,여성하의(치마),르꼴레뜨,펀칭스타일 A라인 스커트(SK71),49000,young한 감성을 바탕으로 심플하면서도 wit와 fun한 요소가 가미된 high-end couture casual브랜드 입니다.,2000,C3-007.jpg,1
C3-008,여성의류,여성하의(치마),랩,패턴플레어스커트 DN (AE2WS442),55000,여성스러운 아이템입니다. 발랄한 느낌의 스커트입니다. ,0,C3-008.jpg,1
C3-009,여성의류,여성하의(치마),밀스튜디오,깨끗한 화이트 플레어 스커트 훌SK (ML2137),39000,MILL STUDIO는 컨템포러리함을 추구하는 현대적이고 심플모던하며 시장을 앞서나가는 트렌디 의류브랜드입니다.현재 셀렉샵 형태의 매장(중동 현대유플렉스 명동 영플라자 김포 롯데몰 명동 레벨5 영등포 타임스퀘어 및 동대문 두타)을 갖고 있습니다.,2500,C3-009.jpg,1
C3-010,여성의류,여성하의(치마),플라스틱아일랜드,뒤 지퍼 플레어 스커트(PE1WS265),20000,「2014년 봄 신상」상큼한 컬러감이 돋보인는 플레어스커트입니다. 기본베이직한 플레어디자인이라 유행없이 무난하게 입기좋은 아이템입니다.,2500,C3-010.jpg,1
C4-001,여성의류,여성하의(바지),잇미샤,자가드패시 섬머 하프슬랙스(ITD3WPT320),49000,잇미샤 13년신상 S/S 섬머 하프 슬랙스. 자카드의 고급스러운 무늬가 패치된 베스트셀러 섬머 하프팬츠 아이템. 고급스러운 패턴이 어떤 코디에도 유니크하면서 럭셔리한 분위기 연출에 좋습니다. 자카드의 고급스러운 무늬가 패치된 베스트셀러 섬머 하프팬츠 아이템. 고급스러운 패턴이 어떤 코디에도 유니크하면서 럭셔리한 분위기 연출에 좋습니다.,0,C4-001.jpg,1
C4-002,여성의류,여성하의(바지),르윗,주머니 단추 포인트 5부팬츠 (LEE3WPT100),114000,클래식과 타임리스 스타일을 현대의 자유로움과 합리성으로 재해석한 패션으로 동시대적 감성의 새로운 패션 가치를 이야기하는 LEWITT은 (주)시선인터네셔널에서 전개하는 컨템퍼러리 시그니처 브랜드입니다.,0,C4-002.jpg,1
C4-003,여성의류,여성하의(바지),스위트숲,치마반바지(WQ2SP91),35000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2000,C4-003.jpg,1
C4-004,여성의류,여성하의(바지),이앤씨,레이스프린트 치마반바지(ENTA31173W),143000,레이스를 덧댄 느낌의 문양이 여성스러운 치마반바지 스타일로 오비느낌의 허리배색이 슬림한 허리라인을 강조합니다.,0,C4-004.jpg,1
C4-005,여성의류,여성하의(바지),올리브데올리브,라인감이 살아있는 러블리한 큐롯팬츠(OW4ML543),134300,어린시절 지니고 있던 상상력과 순수함을 동경하며 꿈꾸는 듯한 귀여운 아름다움을 강조한 로맨틱하고 여성스러운 감각입니다.,0,C4-005.jpg,1
C4-006,여성의류,여성하의(바지),보브,주름스커트팬츠(71142 30032),78000,스커트형처럼 떨어지는 팬츠입니다. 안감도 신축성이있어 편하게 입으실수있습니다. 스커트형처럼 주름이 있는 라인이기 때문에 체형커버에도 좋은상품입니다.,0,C4-006.jpg,1
C4-007,여성의류,여성하의(바지),숲,플라워패턴 쉬폰 큐롯팬츠 (SP2SP08),89000,플라워패턴 쉬폰 큐롯 팬츠 입니다.,0,C4-007.jpg,1
C4-008,여성의류,여성하의(바지),비지트인뉴욕,물결큐롯스커트(VQ2SP95),47200,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2500,C4-008.jpg,1
C4-009,여성의류,여성하의(바지),에고이스트,퀼팅패치쇼츠(EE2DQ569)+벨트,69000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C4-009.jpg,1
C4-010,여성의류,여성하의(바지),쥬크,하이웨스트 빈티지 빅포켓숏팬츠(Z142PSA408),79000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C4-010.jpg,1
C5-001,여성의류,여성원피스,잇미샤,투인원 프린트 원피스 ITE5ZOP960,112000," 아이보리 블라우스에 프린트 스커트를 입은듯한 효과를 드리는 2 in 1스타일의 원피스입니다.
  2014년 SUMMER 상품입니다",0,C5-001.jpg,1
C5-002,여성의류,여성원피스,라인,카라 프린트 절개 민소매 원피스,48000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,2000,C5-002.jpg,1
C5-003,여성의류,여성원피스,씨,보석프린트원피스(SIOAE2534),59000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C5-003.jpg,1
C5-004,여성의류,여성원피스,엘블룸,꽃나염 원피스(14SCOP1000),59001,V네크라인으로 가볍고 부담없이 착용하기 좋은 꽃나염 원피스입니다. 허리라인을 감싸주어 매듭을 묶으면 슬림하면서도 글램하게 연출이 가능한 아이템입니다. ,0,C5-004.jpg,1
C5-005,여성의류,여성원피스,르샵,시원한 마 플라워 A라인 원피스 (le4do204),44000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C5-005.jpg,1
C5-006,여성의류,여성원피스,지컷,로맨틱 플라워자수 민소매원피스(72142-37005),150000,로맨틱하면서도 러블리한 플라워 자수 패턴의 민소매 원피스입니다.입체감있는 자수 장식으로 포인트를 주어 데이트 룩으로 사랑스럽게 연출하여도 좋으며 깔끔한 라인의 민소매로 자켓이나 가디건 등 가벼운 아우터와 매치하여 페미닌하게 연출할수있는 아이템입니다. 컬러감이 예뻐 산뜻한 느낌을 주며 여름철 원피스 하나만으로도 분위기있게 스타일링이 가능합니다.,0,C5-006.jpg,1
C5-007,여성의류,여성원피스,숲,리본 프린트 원피스(SQ2OP93),49000,로맨틱 감성을 트렌드와 믹스한 Cute & Romantic & Feminine mix 한 영캐주얼 브랜드 입니다.,0,C5-007.jpg,1
C5-008,여성의류,여성원피스,미쏘,자수 펀칭 민소매 OPS (MIOW42527R),59000,여러가지 재료를 혼합해 만드는 칵테일처럼 글로벌 감성의 베이직 아이템과 트렌디 디자인을 나만의 믹스앤매치 스타일로 창조하는 글로벌 여성 스파 브랜드,0,C5-008.jpg,1
C5-009,여성의류,여성원피스,시슬리,슬림한 원피스(SAOPC7431),143000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C5-009.jpg,1
C5-010,여성의류,여성원피스,온앤온,수채화 패턴 민소매 원피스(NW4MO195),79000,2014년 신상품. 온라인으로 구매하신 상품은 라인 매장에서 수선비 고객부담으로 진행됩니다. 같이 코디된 가방과 목걸이는 코디용이니 참고하여 주시길 바랍니다.,0,C5-010.jpg,1
D1-001,남성의류,남성셔츠,series,[epigram] 포인트 블로킹 코튼 썸머셔츠,109000,몸판 중간 부분의 블로킹 디테일로 세련된 감각을 연출,0,D1-001.jpg,1
D1-002,남성의류,남성셔츠,바나나리퍼블릭,2014년 여름 린넨&코튼 블루 버튼다운셔츠,49000,슬림핏으로 적당히 라인감이 살아있음. 한여름철도 착용 가능.,0,D1-002.jpg,1
D1-003,남성의류,남성셔츠,빈폴,[SLIM FIT] 베이직 빅체크 반팔 셔츠,97000,빈폴만의 고유체크 패턴. 버튼다운 카라 디테일.,0,D1-003.jpg,1
D1-004,남성의류,남성셔츠,지오지아,옥스포드 조직감 화이트 셔츠,15000,기본 셔츠와 다르게 고급스러운 옥스포드 짜임으로 퀄리티를 높임.,3000,D1-004.jpg,1
D1-005,남성의류,남성셔츠,커스텀멜로우,투톤 데님 셔츠,63000,내츄럴한 투톤의 블록 컬러 디자인이 돋보임.,0,D1-005.jpg,1
D1-006,남성의류,남성셔츠,레노마셔츠,블루 핀체크 솔리드배색 스냅셔츠,25000,캐주얼한 스타일,3000,D1-006.jpg,1
D1-007,남성의류,남성셔츠,빈폴,레드 타탄 체크 반팔 셔츠,97000,뒤허리 다트의 슬림한 피팅감이 세련됨. 면 소재로 편안함 제공.,0,D1-007.jpg,1
D1-008,남성의류,남성셔츠,루이까또즈셔츠,블루 쟈가드 클래식핏 반팔셔츠,30000,블루 쟈가드 컬러 안감배색 클래식핏 반팔셔츠.,0,D1-008.jpg,1
D1-009,남성의류,남성셔츠,밴브루,린넨 솔리드 화이트 세미와이드 슬림셔츠,104000,마100% 소재로 여름까지 입을 수 있는 비즈니스 캐쥬얼셔츠.,0,D1-009.jpg,1
D1-010,남성의류,남성셔츠,로가디스,네이비 스트라이프 반팔 드레스셔츠,38000,바닥과 패턴이 일대일로 반복되는 싱글 스트라이프 패턴.,0,D1-010.jpg,1
D2-001,남성의류,남성팬츠,지오지아,벨트포함 캐주얼 면스판 팬츠,49800,소개감이 가볍고 신축성 우수.,0,D2-001.jpg,1
D2-002,남성의류,남성팬츠,지이크,멜란지 네이비 슬림 다이나믹 스판 정장 팬츠,99000,세련된 디자인. 스판소재 특유의 슬림함이 좋은 제품.,0,D2-002.jpg,1
D2-003,남성의류,남성팬츠,인터메조,짜임포인트 스카이블루 치노팬츠,69000,시원하면서도 캐주얼한 느낌. 착장감 매우 우수.,0,D2-003.jpg,1
D2-004,남성의류,남성팬츠,T.I FOR MEN,오션블루 슬림 면스판 치노팬츠,55000,슬림한 실루엣. 캐주얼룩을 완성시켜주는 컬러.,0,D2-004.jpg,1
D2-005,남성의류,남성팬츠,타미힐피거,남성머서핏 가먼다잉 치노팬츠,95000,반골반 스타일. 허벅지라인과 골반에 여유. 아래로 갈수록 슬림.,0,D2-005.jpg,1
D2-006,남성의류,남성팬츠,지오지아,네이비 기본 슬림정장바지,40000,편안한 기본핏 맵시있는 라인감.,0,D2-006.jpg,1
D2-007,남성의류,남성팬츠,빨질레리,투톤 그레이 노턱 면스판 바지,168000,밝은 색감의 투톤 컬러가 멋스러운 면스판 소재 제품.,0,D2-007.jpg,1
D2-008,남성의류,남성팬츠,다반,그레이 체크 노턱 춘하 바지,89000,은은한 톤온톤 체크패턴의 그레이 울바지.,0,D2-008.jpg,1
D2-009,남성의류,남성팬츠,MVIO,베이지 노턱 면스판 바지,95000,부드러운 터치감의 고밀도 면스판 소재 제품.,0,D2-009.jpg,1
D2-010,남성의류,남성팬츠,캠브리지멤버스,링클프리 그레이 단품하의,79000,구김이 없는 단품 하의. 실용적이며 시원한 소재.,0,D2-010.jpg,1
D3-001,남성의류,남성자켓,커스텀멜로우,씨어서커 스트라이프 블레이져,170000,투버튼 여밈 디자인. 안쪽에 스트랩적용.,0,D3-001.jpg,1
D3-002,남성의류,남성자켓,제스,블루 스트레치 슬림 캐쥬얼 면자켓,49000,면스판 소재. 착용감과 통기성 우수.,0,D3-002.jpg,1
D3-003,남성의류,남성자켓,지오지아,AND Z 스카이 블루 면/마 캐쥬얼 자켓,119000,시원하고 산뜻한 느낌의 스카이블루 색감의 자켓.,0,D3-003.jpg,1
D3-004,남성의류,남성자켓,지이크,레드 린넨 슬림 캐주얼 자켓,150000,린넨 소재의 시원한 원단감. 비즈니스 캐주얼 연출 용이.,0,D3-004.jpg,1
D3-005,남성의류,남성자켓,BON,린넨 스판 캐주얼 자켓,124000,슬림 하면서도 텐션의 편안함이 더해짐.,0,D3-005.jpg,1
D3-006,남성의류,남성자켓,갤럭시라이프스타일,실크 마 혼방 블루 체크 투버튼 쟈켓,321000,실크와 린넨이 혼방. 세련되고 고급스러운 비즈니스 캐주얼룩 연출가능.,0,D3-006.jpg,1
D3-007,남성의류,남성자켓,로가디스그린,네이비 폴리 투버튼 쟈켓,89000,노치드 라펠이 매치된 테일러드 카라 디자인.,0,D3-007.jpg,1
D3-008,남성의류,남성자켓,다반,블루여름자켓,99000,죽섬유가 혼방. 구김에 굉장히 강함.,0,D3-008.jpg,1
D3-009,남성의류,남성자켓,바쏘,추동 이태리 말라리우스 고급 수입원단 콤비쟈켓,99000,고급 순모 소재의 제품. 브라운 계열의 다양한 컬러들.,0,D3-009.jpg,1
D3-010,남성의류,남성자켓,안토니모라토,클래식 더블 자켓,209000,클래식한 라인의 더블자켓. 더블버튼 라인.,0,D3-010.jpg,1
D4-001,남성의류,남성니트,타미힐피거,코튼&캐시미어 클래식 레드 라운드 니트,118000,기본 스타일의 클래식한 라운드 풀오버,0,D4-001.jpg,1
D4-002,남성의류,남성니트,그레이하운드,반폴라 배색 니트,127500,배색이 들어간 반폴라 니트. 정장이나 캐주얼한 코디 적합.,0,D4-002.jpg,1
D4-003,남성의류,남성니트,나파피리,오렌지보카시니트,220800,자연 친화적 색감. 터치감 매우 부드러움.,0,D4-003.jpg,1
